Datetime,open,high,low,close,Volume,Average Volume
2023-01-02 00:00:00,1.06948,1.07091,1.06823,1.07087,212,2686.767868641339
2023-01-02 01:00:00,1.06991,1.07086,1.0686,1.06991,212,2686.767868641339
2023-01-02 02:00:00,1.06951,1.07076,1.06912,1.07057,298,2686.767868641339
2023-01-02 03:00:00,1.07057,1.07101,1.06948,1.0699,273,2686.767868641339
2023-01-02 04:00:00,1.07002,1.07002,1.06826,1.06894,88,2686.767868641339
2023-01-02 05:00:00,1.06935,1.07026,1.06878,1.0688900000000001,62,2686.767868641339
2023-01-02 06:00:00,1.06906,1.07026,1.06906,1.06974,134,2686.767868641339
2023-01-02 07:00:00,1.06978,1.06993,1.06895,1.06918,368,2686.767868641339
2023-01-02 08:00:00,1.06918,1.06976,1.06766,1.06819,1051,2686.767868641339
2023-01-02 09:00:00,1.06819,1.06921,1.06634,1.06789,1649,2686.767868641339
2023-01-02 10:00:00,1.0679,1.06969,1.0671,1.06788,2026,2686.767868641339
2023-01-02 11:00:00,1.06792,1.06977,1.06769,1.06785,2686,2686.767868641339
2023-01-02 12:00:00,1.06785,1.06896,1.0674,1.06834,1025,2686.767868641339
2023-01-02 13:00:00,1.06835,1.06865,1.06804,1.06843,709,2686.767868641339
2023-01-02 14:00:00,1.06843,1.06868,1.06767,1.06821,1012,2686.767868641339
2023-01-02 15:00:00,1.06821,1.06858,1.06766,1.06782,1112,2686.767868641339
2023-01-02 16:00:00,1.06784,1.06816,1.06704,1.06724,1131,2686.767868641339
2023-01-02 17:00:00,1.06724,1.06738,1.06586,1.06603,1389,2686.767868641339
2023-01-02 18:00:00,1.06605,1.06711,1.06505,1.06549,1990,2686.767868641339
2023-01-02 19:00:00,1.06549,1.06618,1.06545,1.06601,2453,2686.767868641339
2023-01-02 20:00:00,1.06603,1.06606,1.06513,1.06525,1965,2686.767868641339
2023-01-02 21:00:00,1.06519,1.06603,1.06494,1.06569,787,2686.767868641339
2023-01-02 22:00:00,1.06569,1.06689,1.06549,1.06606,997,2686.767868641339
2023-01-02 23:00:00,1.06606,1.0673300000000001,1.06571,1.06574,409,2686.767868641339
2023-01-03 00:00:00,1.06646,1.06662,1.06612,1.06637,177,2686.767868641339
2023-01-03 01:00:00,1.06636,1.06831,1.06498,1.06764,3927,2686.767868641339
2023-01-03 02:00:00,1.06764,1.06784,1.06663,1.06703,2765,2686.767868641339
2023-01-03 03:00:00,1.06702,1.0674,1.06502,1.06596,4214,2686.767868641339
2023-01-03 04:00:00,1.06595,1.06774,1.06573,1.06763,2890,2686.767868641339
2023-01-03 05:00:00,1.06764,1.06782,1.06684,1.06721,2619,2686.767868641339
2023-01-03 06:00:00,1.06721,1.06799,1.06667,1.06671,2160,2686.767868641339
2023-01-03 07:00:00,1.06671,1.06705,1.06588,1.06633,2821,2686.767868641339
2023-01-03 08:00:00,1.06634,1.06675,1.0651,1.06519,3504,2686.767868641339
2023-01-03 09:00:00,1.06527,1.06586,1.06197,1.06234,4981,2686.767868641339
2023-01-03 10:00:00,1.06235,1.0628,1.05505,1.05515,8701,2686.767868641339
2023-01-03 11:00:00,1.05516,1.05607,1.05336,1.05474,6988,2686.767868641339
2023-01-03 12:00:00,1.05476,1.05546,1.05252,1.05307,5075,2686.767868641339
2023-01-03 13:00:00,1.05309,1.05356,1.05193,1.05282,4243,2686.767868641339
2023-01-03 14:00:00,1.05282,1.05486,1.05237,1.05354,4169,2686.767868641339
2023-01-03 15:00:00,1.05354,1.05696,1.05302,1.056,6088,2686.767868641339
2023-01-03 16:00:00,1.05598,1.0597,1.05553,1.0574,7096,2686.767868641339
2023-01-03 17:00:00,1.05739,1.0582,1.05543,1.05552,7902,2686.767868641339
2023-01-03 18:00:00,1.05553,1.05585,1.05372,1.05578,6341,2686.767868641339
2023-01-03 19:00:00,1.05579,1.05589,1.05399,1.05459,4208,2686.767868641339
2023-01-03 20:00:00,1.05458,1.05605,1.05426,1.05562,3254,2686.767868641339
