Datetime,open,high,low,close,Volume,Average Volume
2023-01-02 00:00:00,1.20725,1.2077499999999999,1.20556,1.20556,18,839.1481003988558
2023-01-02 00:15:00,1.20834,1.20834,1.20556,1.20556,3,839.1481003988558
2023-01-02 00:30:00,1.20834,1.20834,1.20556,1.20556,2,839.1481003988558
2023-01-02 01:00:00,1.20853,1.20853,1.20543,1.20649,9,839.1481003988558
2023-01-02 01:15:00,1.20637,1.20871,1.20543,1.20767,34,839.1481003988558
2023-01-02 01:30:00,1.20853,1.20858,1.20771,1.20782,82,839.1481003988558
2023-01-02 01:45:00,1.20824,1.20934,1.20778,1.20901,109,839.1481003988558
2023-01-02 02:00:00,1.2089699999999999,1.20924,1.20874,1.20899,132,839.1481003988558
2023-01-02 02:15:00,1.20901,1.20906,1.20794,1.2083,77,839.1481003988558
2023-01-02 02:30:00,1.20829,1.20896,1.20746,1.20794,98,839.1481003988558
2023-01-02 02:45:00,1.20794,1.20855,1.20771,1.20819,230,839.1481003988558
2023-01-02 03:00:00,1.20829,1.20909,1.20785,1.20862,310,839.1481003988558
2023-01-02 03:15:00,1.20863,1.2088700000000001,1.20823,1.20823,128,839.1481003988558
2023-01-02 03:30:00,1.20855,1.20858,1.20803,1.20807,97,839.1481003988558
2023-01-02 03:45:00,1.2080899999999999,1.20853,1.20751,1.20774,112,839.1481003988558
2023-01-02 04:00:00,1.20752,1.20778,1.20727,1.2075,83,839.1481003988558
2023-01-02 04:15:00,1.2074799999999999,1.20853,1.20599,1.2071,49,839.1481003988558
2023-01-02 04:30:00,1.20853,1.20853,1.20622,1.20701,42,839.1481003988558
2023-01-02 04:45:00,1.20703,1.20853,1.20594,1.20601,49,839.1481003988558
2023-01-02 05:00:00,1.20601,1.20672,1.20601,1.20666,64,839.1481003988558
2023-01-02 05:15:00,1.20666,1.20682,1.20607,1.20607,53,839.1481003988558
2023-01-02 05:30:00,1.20655,1.20706,1.20607,1.20693,82,839.1481003988558
2023-01-02 05:45:00,1.20658,1.20696,1.20606,1.20606,119,839.1481003988558
2023-01-02 06:00:00,1.20666,1.20719,1.20634,1.20696,161,839.1481003988558
2023-01-02 06:15:00,1.20697,1.20745,1.20637,1.20707,121,839.1481003988558
2023-01-02 06:30:00,1.20723,1.20732,1.20637,1.20695,147,839.1481003988558
2023-01-02 06:45:00,1.20695,1.20719,1.20684,1.20709,143,839.1481003988558
2023-01-02 07:00:00,1.20709,1.2071,1.20615,1.20668,168,839.1481003988558
2023-01-02 07:15:00,1.20638,1.20697,1.20624,1.20668,152,839.1481003988558
2023-01-02 07:30:00,1.20666,1.20699,1.2062,1.20688,253,839.1481003988558
2023-01-02 07:45:00,1.2069,1.20717,1.20623,1.20633,224,839.1481003988558
2023-01-02 08:00:00,1.20634,1.20698,1.20628,1.20659,397,839.1481003988558
2023-01-02 08:15:00,1.20659,1.20661,1.20621,1.20641,183,839.1481003988558
2023-01-02 08:30:00,1.2064,1.2072,1.20601,1.20656,267,839.1481003988558
2023-01-02 08:45:00,1.20654,1.20696,1.20597,1.20683,159,839.1481003988558
2023-01-02 09:00:00,1.20665,1.20681,1.20612,1.20612,190,839.1481003988558
2023-01-02 09:15:00,1.2061600000000001,1.20662,1.20612,1.20613,248,839.1481003988558
2023-01-02 09:30:00,1.20624,1.20661,1.20601,1.20637,320,839.1481003988558
2023-01-02 09:45:00,1.20637,1.20642,1.20543,1.20584,1258,839.1481003988558
2023-01-02 10:00:00,1.2062,1.20703,1.20572,1.20649,1996,839.1481003988558
2023-01-02 10:15:00,1.20638,1.20683,1.20588,1.2065,479,839.1481003988558
2023-01-02 10:30:00,1.2065,1.20672,1.20564,1.20612,1706,839.1481003988558
2023-01-02 10:45:00,1.20612,1.20766,1.20367,1.20428,1139,839.1481003988558
2023-01-02 11:00:00,1.20402,1.2053,1.20381,1.20492,1045,839.1481003988558
2023-01-02 11:15:00,1.20492,1.20551,1.20481,1.20524,2350,839.1481003988558
2023-01-02 11:30:00,1.20499,1.2055,1.20453,1.2046000000000001,1454,839.1481003988558
2023-01-02 11:45:00,1.2046000000000001,1.20523,1.20403,1.20457,665,839.1481003988558
2023-01-02 12:00:00,1.20457,1.20476,1.20436,1.20455,2045,839.1481003988558
2023-01-02 12:15:00,1.20454,1.20539,1.20438,1.2053,936,839.1481003988558
2023-01-02 12:30:00,1.20526,1.20534,1.20469,1.20527,349,839.1481003988558
2023-01-02 12:45:00,1.20527,1.20527,1.20488,1.2052100000000001,424,839.1481003988558
2023-01-02 13:00:00,1.2052100000000001,1.20527,1.20502,1.20514,264,839.1481003988558
2023-01-02 13:15:00,1.20514,1.20522,1.20446,1.20516,274,839.1481003988558
2023-01-02 13:30:00,1.20517,1.2052100000000001,1.20505,1.20514,441,839.1481003988558
2023-01-02 13:45:00,1.20517,1.20536,1.20504,1.20515,454,839.1481003988558
2023-01-02 14:00:00,1.20518,1.20518,1.20504,1.20511,154,839.1481003988558
2023-01-02 14:15:00,1.20509,1.20522,1.20503,1.20518,263,839.1481003988558
2023-01-02 14:30:00,1.20518,1.20524,1.20502,1.20512,335,839.1481003988558
2023-01-02 14:45:00,1.20514,1.20522,1.20508,1.20516,310,839.1481003988558
2023-01-02 15:00:00,1.20515,1.20522,1.2051,1.20516,98,839.1481003988558
2023-01-02 15:15:00,1.20516,1.20524,1.20511,1.20514,297,839.1481003988558
2023-01-02 15:30:00,1.20515,1.20527,1.20511,1.20513,290,839.1481003988558
2023-01-02 15:45:00,1.20513,1.20522,1.2051,1.20514,155,839.1481003988558
2023-01-02 16:00:00,1.20513,1.20519,1.20506,1.20516,205,839.1481003988558
2023-01-02 16:15:00,1.20516,1.20532,1.20502,1.20514,145,839.1481003988558
2023-01-02 16:30:00,1.20514,1.20519,1.205,1.20516,139,839.1481003988558
2023-01-02 16:45:00,1.20516,1.2052100000000001,1.20503,1.20506,246,839.1481003988558
2023-01-02 17:00:00,1.20506,1.2052,1.20503,1.20508,190,839.1481003988558
2023-01-02 17:15:00,1.20508,1.20514,1.20491,1.20503,213,839.1481003988558
2023-01-02 17:30:00,1.20505,1.2051,1.20491,1.20503,358,839.1481003988558
2023-01-02 17:45:00,1.20503,1.20509,1.20396,1.20434,336,839.1481003988558
2023-01-02 18:00:00,1.20434,1.20441,1.20333,1.20422,2668,839.1481003988558
2023-01-02 18:15:00,1.20421,1.20472,1.20413,1.20457,802,839.1481003988558
2023-01-02 18:30:00,1.20457,1.2046000000000001,1.20423,1.20457,55,839.1481003988558
2023-01-02 18:45:00,1.20457,1.20469,1.20435,1.20457,72,839.1481003988558
2023-01-02 19:00:00,1.20457,1.20469,1.20414,1.20457,117,839.1481003988558
2023-01-02 19:15:00,1.20421,1.20457,1.20414,1.20426,143,839.1481003988558
2023-01-02 19:30:00,1.20426,1.20457,1.20414,1.20427,141,839.1481003988558
2023-01-02 19:45:00,1.20427,1.20457,1.20414,1.20452,137,839.1481003988558
2023-01-02 20:00:00,1.20452,1.20466,1.20408,1.2045,129,839.1481003988558
2023-01-02 20:15:00,1.2045,1.20458,1.20423,1.20449,26,839.1481003988558
2023-01-02 20:30:00,1.20449,1.20457,1.20414,1.20451,79,839.1481003988558
2023-01-02 20:45:00,1.20418,1.20451,1.20414,1.20447,69,839.1481003988558
2023-01-02 21:00:00,1.20415,1.20453,1.20414,1.20424,125,839.1481003988558
2023-01-02 21:15:00,1.20423,1.20447,1.20414,1.20414,84,839.1481003988558
2023-01-02 21:30:00,1.20414,1.20457,1.20414,1.20419,70,839.1481003988558
2023-01-02 21:45:00,1.20418,1.20446,1.20414,1.20436,73,839.1481003988558
2023-01-02 22:00:00,1.20436,1.20457,1.20417,1.20453,47,839.1481003988558
2023-01-02 22:15:00,1.20453,1.20476,1.20419,1.20422,64,839.1481003988558
2023-01-02 22:30:00,1.20458,1.20461,1.20422,1.20423,52,839.1481003988558
2023-01-02 22:45:00,1.20423,1.2046000000000001,1.20422,1.2043,50,839.1481003988558
2023-01-02 23:00:00,1.20431,1.20457,1.20429,1.20452,49,839.1481003988558
2023-01-02 23:15:00,1.20457,1.20468,1.20422,1.20451,56,839.1481003988558
2023-01-02 23:30:00,1.20451,1.20463,1.20415,1.20451,59,839.1481003988558
2023-01-02 23:45:00,1.20451,1.20464,1.20413,1.20435,139,839.1481003988558
2023-01-03 00:00:00,1.20452,1.20456,1.20382,1.20414,33,839.1481003988558
2023-01-03 00:15:00,1.2045,1.20469,1.20414,1.20467,40,839.1481003988558
2023-01-03 00:30:00,1.20467,1.2048,1.20451,1.20451,30,839.1481003988558
2023-01-03 00:45:00,1.20451,1.20484,1.20442,1.20484,69,839.1481003988558
2023-01-03 01:00:00,1.20484,1.20868,1.20463,1.20605,589,839.1481003988558
2023-01-03 01:15:00,1.20603,1.20649,1.20487,1.20591,1684,839.1481003988558
2023-01-03 01:30:00,1.20589,1.20619,1.20548,1.2059199999999999,473,839.1481003988558
2023-01-03 01:45:00,1.20591,1.20635,1.20574,1.2062599999999999,376,839.1481003988558
2023-01-03 02:00:00,1.20624,1.2065299999999999,1.20546,1.20574,711,839.1481003988558
2023-01-03 02:15:00,1.20572,1.20573,1.20481,1.20508,526,839.1481003988558
2023-01-03 02:30:00,1.20508,1.20609,1.20503,1.20584,676,839.1481003988558
2023-01-03 02:45:00,1.20584,1.20625,1.20536,1.20537,443,839.1481003988558
2023-01-03 03:00:00,1.20536,1.20536,1.20373,1.2049,1374,839.1481003988558
2023-01-03 03:15:00,1.20492,1.20557,1.20347,1.20439,1537,839.1481003988558
2023-01-03 03:30:00,1.20437,1.2049400000000001,1.20352,1.2037200000000001,1700,839.1481003988558
2023-01-03 03:45:00,1.20371,1.20508,1.20345,1.20507,1193,839.1481003988558
2023-01-03 04:00:00,1.20507,1.20586,1.20493,1.20545,1150,839.1481003988558
2023-01-03 04:15:00,1.20544,1.20635,1.20513,1.20611,1090,839.1481003988558
2023-01-03 04:30:00,1.2061,1.20758,1.20605,1.20757,1517,839.1481003988558
