close,close_lag_1,close_lag_3,close_lag_5,close_change_abs,close_change_pct,high_low_range,average_price,SMA_5,EMA_5,SMA_10,EMA_10,BollingerB_upper_20,BollingerB_lower_20,MACD,RSI,Stochastic_oscillator,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9,Label_10
130.433,129.822,129.566,130.677,0.61099999999999,0.004706444208223415,1.3669999999999902,130.06533333333334,130.04120000000003,130.0529077898462,129.5898,129.95077121779514,133.66405284540798,127.06264715459203,-0.22199119335650153,42.59669869425967,56.93069306930685,0,0,0,1,1,1,1,1,1,1
130.098,130.433,130.216,130.169,-0.33499999999997954,-0.002568368434368473,0.7859999999999729,130.122,130.027,130.06793852656415,129.7848,129.9775400872869,133.60881224091324,127.02968775908673,-0.19511743212319743,40.233355091383885,54.79582146248835,0,0,1,1,1,1,1,1,1,1
128.957,130.098,129.822,129.566,-1.1410000000000196,-0.008770311611247084,1.8680000000000234,129.30100000000002,129.90519999999998,129.6976256843761,129.7904,129.79198734414382,133.28690502438437,126.98319497561563,-0.2628588735258859,48.224938875305625,39.99999999999987,0,1,1,1,1,1,1,1,1,1
128.669,128.957,130.433,130.216,-0.2879999999999825,-0.0022333025737260037,1.0430000000000064,128.62333333333333,129.5958,129.35475045625077,129.81560000000002,129.58780782702675,132.70383981236526,127.09106018763471,-0.33591146865879296,54.618963225520716,33.39449541284433,1,1,1,1,1,1,1,1,1,1
131.169,128.669,130.098,129.822,2.5,0.01942969946140871,2.8770000000000095,130.232,129.86520000000002,129.9595003041672,129.9776,129.8752973130219,132.53649309142247,127.16750690857754,-0.18988815751038146,62.31257474013442,89.932718664341,1,0,1,1,1,1,1,1,1,1
132.625,131.169,128.957,130.433,1.4559999999999889,0.011100183732436708,1.3909999999999911,132.34400000000002,130.30360000000002,130.84800020277814,130.17239999999998,130.3752432561088,132.71066344013417,127.06843655986586,0.042829686352462204,68.68063089376622,94.86795280014982,0,0,0,0,0,1,1,1,1,1
131.068,132.625,128.669,130.098,-1.556999999999988,-0.011739868049010282,2.2390000000000043,131.4143333333333,130.4976,130.92133346851875,130.2623,130.50119902772536,132.49151960431803,127.17078039568199,0.1004652656027929,58.473449597247246,64.39821116080131,1,1,1,1,1,1,1,1,1,1
131.441,131.068,131.169,128.957,0.37299999999999045,0.0028458510086366573,0.9429999999999836,131.18933333333334,130.99439999999998,131.09455564567918,130.4498,130.6720719317753,132.25266355702735,127.30453644297266,0.17423142865530394,61.92805301356902,69.75103734439833,1,0,1,1,1,1,1,1,1,1
131.514,131.441,132.625,128.669,0.0730000000000075,0.0005553822627644145,1.4850000000000136,131.225,131.5634,131.2343704304528,130.5796,130.8251497623616,132.46901072218088,127.30758927781916,0.2358632495237316,58.45743307222181,71.26556016597524,0,1,1,1,1,1,1,1,1,1
131.414,131.514,131.068,131.169,-0.10000000000002274,-0.0007603753212587216,2.0800000000000125,131.03266666666664,131.61239999999998,131.2942469536352,130.73880000000003,130.93221344193222,132.5426693584119,127.59183064158812,0.27348518040898284,53.48002644253469,69.19087136929429,1,1,1,1,1,1,1,1,1,1
132.389,131.414,131.441,132.625,0.9750000000000227,0.007419300835527665,1.582000000000022,132.207,131.5652,131.6591646357568,130.9344,131.19708372521725,132.82730686761997,127.69689313238005,0.3776221897303742,60.03979739507958,89.2709196354598,1,1,1,1,1,1,1,1,1,1
133.088,132.389,131.514,131.068,0.6989999999999839,0.00527989485531255,1.8000000000000114,132.636,131.9692,132.13544309050454,131.23340000000002,131.54088668426866,133.16685812926698,127.85134187073307,0.5106683116803765,65.7908895265423,95.75606958516519,1,1,1,1,1,1,1,1,1,1
134.163,133.088,131.414,131.441,1.075000000000017,0.008077362346718076,1.813999999999993,133.687,132.5136,132.8112953936697,131.754,132.01763455985616,133.77861556815117,127.7657844318489,0.6948421301690928,67.04673058650775,96.92528277839759,0,0,1,1,1,1,1,1,1,1
133.939,134.163,132.389,131.514,-0.22400000000001796,-0.0016696108465077408,0.8600000000000136,133.99966666666668,132.9986,133.18719692911316,132.281,132.3669737307914,134.15652576569443,127.94007423430554,0.8133504822024804,68.04593670553163,91.83513555868963,1,1,1,1,1,1,1,1,1,1
134.132,133.939,133.088,131.414,0.19300000000001205,0.0014409544643458894,1.1970000000000027,134.381,133.5422,133.50213128607544,132.5773,132.68788759792022,134.58934819796514,127.96555180203484,0.9123259661921281,66.83046683046683,86.16370106761555,1,1,1,1,1,1,1,1,1,1
134.257,134.132,134.163,132.389,0.125,0.0009319178123043947,0.6169999999999902,134.23600000000002,133.91580000000002,133.75375419071696,132.74050000000003,132.9731807619347,135.00987796539678,127.90302203460324,0.9894454939197317,69.29214212821213,87.94306049822053,1,1,1,1,1,1,1,1,1,1
135.015,134.257,133.939,133.088,0.7579999999999814,0.0056458881101171254,1.078000000000003,134.795,134.3012,134.17416946047797,133.1352,133.3444206234011,135.53237144988955,127.86512855011043,1.0990582806701923,79.13620623316653,97.07487753673892,0,0,1,1,1,1,1,1,1,1
134.905,135.015,134.132,134.163,-0.10999999999998522,-0.000814724289893598,0.6939999999999884,134.773,134.44959999999998,134.41777964031866,133.48160000000001,133.62816232823727,135.91579058390485,128.0156094160952,1.163637435182153,80.51477784302202,95.3761414697784,0,1,1,1,1,1,1,1,1,1
134.657,134.905,134.257,133.939,-0.24799999999999045,-0.0018383306771431185,0.8779999999999859,134.83366666666666,134.5932,134.49751976021244,133.7959,133.8152237231032,136.22209715908298,128.153402840917,1.1811893376039677,71.8930454431333,87.33585177190179,1,1,1,1,1,1,1,1,1,1
