close,close_lag_1,close_lag_3,close_lag_5,close_change_abs,close_change_pct,high_low_range,average_price,SMA_5,EMA_5,SMA_10,EMA_10,BollingerB_upper_20,BollingerB_lower_20,MACD,RSI,Stochastic_oscillator,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9,Label_10
124.81,124.55,124.8,124.7,0.2600000000000051,0.0020875150541952436,0.6700000000000017,124.60666666666667,124.68599999999999,124.69296299381091,124.63000000000002,124.82165516424791,126.29018665840292,123.75081334159711,-1.120723321395559,49.09747292418778,50.0,0,0,0,1,1,1,1,1,1,1
124.57,124.81,124.66,124.61,-0.2400000000000091,-0.0019229228427209977,0.8700000000000045,124.77333333333333,124.678,124.65197532920727,124.623,124.7758996798392,125.74676992618134,124.04623007381863,-1.067399310644447,39.999999999999794,33.89830508474525,1,1,1,1,1,1,1,1,1,1
124.7,124.57,124.55,124.8,0.13000000000000966,0.0010435899494261047,0.4099999999999966,124.63666666666667,124.65799999999999,124.66798355280486,124.628,124.76209973805024,125.46331030803614,124.18968969196388,-1.0030867744645775,44.56521739130441,46.49122807017552,0,1,1,1,1,1,1,1,1,1
124.62,124.7,124.81,124.66,-0.0799999999999983,-0.0006415396952685892,0.46999999999999886,124.71666666666665,124.65,124.65198903520326,124.631,124.73626342204109,125.39678106872226,124.18921893127775,-0.9476500378625161,47.85992217898835,39.47368421052654,1,1,1,1,1,1,1,1,1,1
124.93,124.62,124.57,124.55,0.3100000000000023,0.0024875621890547706,0.37999999999999545,124.84333333333332,124.726,124.74465935680217,124.69500000000001,124.77148825439725,125.27068790352538,124.25731209647458,-0.8686879218596175,49.43396226415119,66.66666666666708,1,1,1,1,1,1,1,1,1,1
126.53,124.93,124.7,124.81,1.5999999999999943,0.012807172016329194,2.489999999999995,126.36666666666667,125.07000000000001,125.33977290453478,124.878,125.09121766268865,125.70536168712529,123.92663831287472,-0.6692881110669333,74.04580152671744,70.23809523809523,0,0,0,1,1,1,1,1,1,1
126.38,126.53,124.62,124.57,-0.15000000000000568,-0.001185489607207768,0.7600000000000051,126.35333333333334,125.43199999999999,125.68651526968986,125.05500000000002,125.32554172401797,126.02390291568065,123.76009708431937,-0.5174017851060881,71.25307125307101,65.77380952380935,0,0,1,1,1,1,1,1,1,1
125.59,126.38,124.93,124.7,-0.789999999999992,-0.006250989080550662,2.049999999999997,126.03333333333335,125.60999999999999,125.65434351312658,125.13399999999999,125.37362504692379,126.08618535932008,123.74481464067996,-0.4555261532552066,60.416666666666636,42.261904761904816,1,1,1,1,1,1,1,1,1,1
125.66,125.59,126.53,124.62,0.06999999999999318,0.0005573692172942124,0.480000000000004,125.69333333333334,125.81800000000001,125.65622900875107,125.23400000000001,125.42569322021036,126.16550711410802,123.731492885892,-0.3962728672950533,64.98905908096268,44.345238095237946,1,1,1,1,1,1,1,1,1,1
126.65,125.66,126.38,124.93,0.9900000000000091,0.007878402037243326,1.3100000000000023,126.21333333333332,126.16199999999999,125.98748600583406,125.444,125.64829445289938,126.47339688773877,123.61560311226125,-0.2663590635679185,68.93203883495141,73.80952380952394,1,1,1,1,1,1,1,1,1,1
126.74,126.65,125.59,126.53,0.0899999999999892,0.0007106198183970402,0.4200000000000017,126.76666666666667,126.204,126.23832400388937,125.63699999999999,125.84678637055403,126.74969794254099,123.517302057459,-0.15435982630515355,70.67961165048537,76.48809523809504,1,1,1,1,1,1,1,1,1,1
126.93,126.74,125.66,126.38,0.19000000000001194,0.0014991320814266018,0.5100000000000051,126.81333333333333,126.31400000000001,126.4688826692596,125.873,126.04373430318056,127.03267865307366,123.46332134692629,-0.04969535464567798,70.67961165048546,82.14285714285731,1,1,1,1,1,1,1,1,1,1
127.41,126.93,126.65,125.59,0.47999999999998977,0.003781611912077487,0.5400000000000063,127.27666666666669,126.678,126.78258844617308,126.144,126.29214624805681,127.38941182670176,123.38258817329826,0.07116365140828407,75.04553734061926,96.4285714285713,1,1,1,1,1,0,0,0,0,0
128.11,127.41,126.74,125.66,0.700000000000017,0.005494074248489245,1.079999999999984,127.95666666666666,127.168,127.22505896411539,126.49300000000001,126.62266511204648,127.86677399280161,123.25722600719835,0.22088322992453868,79.27631578947368,92.70588235294177,0,0,0,0,0,0,0,0,0,0
127.75,128.11,126.93,126.65,-0.36000000000001364,-0.0028100850831317414,0.39000000000000057,127.86666666666667,127.388,127.40003930941026,126.775,126.82763509167438,128.1543387526347,123.31566124736528,0.30694975748086506,73.78640776699014,83.33333333333357,1,1,1,0,0,0,0,0,0,0
128.05,127.75,127.41,126.74,0.30000000000001137,0.0023483365949119595,0.45000000000000284,127.97333333333334,127.65,127.61669287294019,126.92699999999999,127.04988325682449,128.47889384861048,123.32610615138951,0.3948144185864777,77.88461538461536,90.79601990049807,1,0,0,0,0,0,0,0,0,0
128.06,128.05,128.11,126.93,0.009999999999990905,7.809449433815452e-05,0.6299999999999955,128.23666666666665,127.876,127.76446191529347,127.09499999999998,127.23354084649276,128.74722359606537,123.40277640393464,0.4599526639702276,77.45098039215677,85.88807785888112,0,0,0,0,0,0,0,0,0,0
127.92,128.06,127.75,127.41,-0.14000000000000057,-0.0010932375449008713,0.44000000000001194,127.96666666666668,127.978,127.81630794352898,127.328,127.35835160167588,128.95362953391523,123.50837046608476,0.49457718483816393,76.69902912621347,82.13399503722117,0,0,0,0,0,0,0,0,0,0
