close,close_lag_1,close_lag_3,close_lag_5,close_change_abs,close_change_pct,high_low_range,average_price,SMA_5,EMA_5,SMA_10,EMA_10,BollingerB_upper_20,BollingerB_lower_20,MACD,RSI,Stochastic_oscillator,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9,Label_10
83.38,84.0,83.66,83.63,-0.6200000000000045,-0.007380952380952488,0.8599999999999994,83.63333333333333,83.82000000000001,83.8318289828497,84.28,84.18901155625325,86.43327026887818,83.0087297311218,-0.6844412556363864,32.72490221642764,8.805031446540898,0,1,1,1,1,1,1,1,1,1
81.53,83.38,84.08,83.98,-1.8499999999999943,-0.02218757495802348,1.5900000000000034,82.06,83.33,83.06455265523314,83.806,83.70555490966174,86.78042831018996,82.32857168981002,-0.8561297688361691,30.949445129469794,0.0,1,1,1,1,1,1,1,1,1,1
83.54,81.53,84.0,83.66,2.010000000000005,0.024653501778486575,2.1700000000000017,82.84333333333335,83.30600000000001,83.22303510348877,83.66,83.67545401699597,86.77043743685402,82.22856256314594,-0.8205452162851685,45.064805583250276,43.73716632443548,1,1,1,1,1,1,1,1,1,1
84.2,83.54,83.38,84.08,0.6599999999999966,0.007900406990663189,1.1199999999999903,83.94666666666666,83.33000000000001,83.54869006899251,83.627,83.77082601390579,86.75779646284415,82.20820353715582,-0.730665065810328,40.56094929881339,57.2895277207393,1,1,1,1,1,1,1,1,1,1
84.98,84.2,81.53,84.0,0.7800000000000011,0.009263657957244709,1.019999999999996,84.74000000000001,83.526,84.02579337932835,83.69800000000001,83.99067582955928,86.75585691351893,82.20814308648107,-0.5896972548592743,44.789579158316684,73.3059548254621,1,1,1,1,1,1,1,1,1,1
85.47,84.98,83.54,83.38,0.4899999999999949,0.005766062602965416,0.7800000000000011,85.21666666666667,83.94399999999999,84.5071955862189,83.88199999999999,84.25964386054851,86.76005580115873,82.20694419884128,-0.4334438730046486,46.08610567514679,83.36755646817245,1,1,1,1,1,1,1,1,1,1
85.81,85.47,84.2,81.53,0.3400000000000034,0.003978003978003963,0.6000000000000085,85.63,84.8,84.94146372414593,84.06500000000001,84.54152679499424,86.71952727596869,82.2254727240313,-0.2789610937965392,54.3595263724435,99.32279909706544,1,1,1,1,1,1,1,1,1,1
86.24,85.81,84.98,83.54,0.4299999999999926,0.005011070970749154,0.6199999999999903,86.12666666666667,85.34,85.37430914943062,84.32300000000001,84.85034010499527,86.93564653312157,82.17135346687843,-0.12044653921701354,59.2432432432432,97.18309859154928,1,1,1,1,1,1,1,1,1,1
88.26,86.24,85.47,84.2,2.0200000000000102,0.023423005565862853,0.6599999999999966,88.24000000000001,86.152,86.33620609962043,84.74100000000001,85.4702782677234,87.64177441177671,81.83822558822328,0.1662579868976195,68.11989100817439,95.80419580419584,1,1,1,1,0,0,0,1,1,1
88.93,88.26,85.81,84.98,0.6700000000000017,0.007591207795150767,1.0100000000000051,88.81333333333333,86.942,87.20080406641362,85.23400000000001,86.09931858268278,88.31166070708001,81.46633929291998,0.44243665565527124,74.00362318840581,95.79617834394907,1,0,0,0,0,0,0,1,1,1
89.06,88.93,86.24,85.47,0.12999999999999545,0.001461823906443227,0.7099999999999937,89.09666666666668,87.66,87.82053604427576,85.802,86.63762429492226,88.91535237372513,81.16664762627487,0.6641443117399746,73.47504621072086,94.91315136476432,0,0,0,0,0,0,1,1,1,1
88.54,89.06,88.26,85.81,-0.519999999999996,-0.005838760386256414,0.7199999999999989,88.76666666666667,88.206,88.06035736285051,86.503,86.98351078675458,89.30369890809631,81.00530109190372,0.7887968136668633,72.14156079854814,88.46153846153855,0,0,0,0,0,1,1,1,1,1
88.5,88.54,88.93,86.24,-0.04000000000000625,-0.00045177320984868263,0.8599999999999994,88.77999999999999,88.658,88.20690490856701,86.999,87.25923609825374,89.73837370747012,80.9206262925299,0.8742790096076618,70.77067669172934,87.96526054590572,0,0,0,1,1,1,1,1,1,1
88.17,88.5,89.06,88.26,-0.3299999999999983,-0.003728813559321975,0.6100000000000136,88.30666666666667,88.64000000000001,88.19460327237802,87.39599999999999,87.42482953493487,90.07907577069639,80.9439242293036,0.9049641601640559,69.14600550964188,83.87096774193552,0,1,1,1,1,1,1,1,1,1
87.55,88.17,88.54,88.93,-0.6200000000000045,-0.007031870250652217,0.8800000000000097,87.71,88.364,87.97973551491867,87.653,87.44758780131035,90.29067622404037,81.06032377595963,0.8692335611963813,69.14600550964188,76.17866004962778,1,1,1,1,1,1,1,1,1,1
88.25,87.55,88.5,89.06,0.7000000000000028,0.007995431182181711,1.6200000000000045,88.19,88.202,88.06982367661246,87.93100000000001,87.59348092834483,90.55297132666004,81.26002867333995,0.8871741624474083,84.49691991786443,84.86352357320102,1,1,1,1,1,1,1,1,1,1
88.52,88.25,88.17,88.54,0.269999999999996,0.0030594900849858497,2.289999999999992,88.85000000000001,88.19800000000001,88.21988245107498,88.202,87.76193894137303,90.82704439068905,81.43995560931094,0.9126584037415455,81.12499999999994,76.23188405797097,1,1,1,1,1,1,1,1,1,1
89.43,88.52,87.55,88.5,0.9100000000000108,0.0102801626751019,1.5499999999999972,89.16666666666667,88.384,88.62325496738333,88.52099999999999,88.0652227702143,91.18420912912,81.65979087087999,0.9948166166786336,81.69696969696966,87.93388429752082,1,1,1,0,1,1,1,1,1,1
